"country","count","rank","screen_name","name","description","category","X","count.y","pop","percent"
"Iraq",194,94,"KenyaAirways","Kenya  Airways","The Pride of Africa.Official KQ page sharing news, views and overall experience. E-mail: Customer.Relations@kenya-airways.com Tel:+254711024747/+254734104747","news",NA,1094,27995984,17.73
"United States",1088,54,"KimKardashian","Kim Kardashian West","","person",NA,6140,299846449,17.72
"Belgium",60,84,"Gatwick_Airport","Gatwick Airport LGW","We're here 24/7 to answer your questions and help you have a great experience at Gatwick. Follow @LGWobviously for runway 2 news.","airport",NA,339,10398049,17.7
"Netherlands",500,53,"airberlin","airberlin","A warm welcome to the official airberlin Twitter account. Discover the world of airberlin and register now for the airberlin newsletter! https://t.co/tmcNONhGio","airline",NA,2825,1632769,17.7
"Serbia",57,92,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,322,9863026,17.7
"Serbia",57,93,"hootsuite","Hootsuite","Social media news and tips from the world's most widely used social relationship platform. Sign up for free: http://t.co/Zmrb0hY23s Support: @Hootsuite_Help","news",NA,322,9863026,17.7
"United Arab Emirates",196,98,"UNICEF","UNICEF","UNICEF promotes the rights and wellbeing of every child in 190 countries and territories, with a special focus on reaching those in greatest need.","other",NA,1108,4104291,17.69
"United States",1086,55,"airfrance","Air France","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline",NA,6140,299846449,17.69
"Greenland",168,63,"TravelLeisure","Travel + Leisure","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel",NA,950,57475,17.68
"Russia",262,37,"TheEllenShow","Ellen DeGeneres","Comedian, talk show host and ice road trucker. My tweets are real, and they're spectacular. https://t.co/rJNCGU9GhH","person",NA,1482,143953092,17.68
"Australia",1269,70,"rustyrockets","Russell Brand","x2 new gigs announced London and Hayes! tickets are here: https://t.co/kcYt4hkDE0","",NA,7180,20310208,17.67
"Morocco",147,83,"google","Google","News and updates from Google","channel",NA,832,30494991,17.67
"Morocco",147,84,"SkyNewsBreak","Sky News Newsdesk","The latest breaking news, direct from the Sky News team. Tweet @skynews with any questions or queries.","news",NA,832,30494991,17.67
"South Korea",82,64,"Yunaaaa","Yuna Kim","I'm Yuna Kim from South Korea.","person",NA,464,47869837,17.67
"South Korea",82,65,"kyunghyang","경향신문","경향신문의 뉴스를 새롭게 읽는 공간! 경향신문 공식 트위터 담당자 '향이'가 매일 실시간으로 소식을 전해드립니다. '향이'가 누구인지 궁금하시다면? 클릭! http://t.co/mGgY0Kae6e","person",NA,464,47869837,17.67
"South Korea",82,66,"moonriver365","문재인","파도에 흔들릴지라도 가라앉지 않습니다.","person",NA,464,47869837,17.67
"United States",1085,56,"UN","United Nations","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other",NA,6140,299846449,17.67
"United States",1084,57,"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,6140,299846449,17.65
"Hong Kong",277,73,"richardbranson","Richard Branson","Tie-loathing adventurer, philanthropist & troublemaker, who believes in turning ideas into reality. Otherwise known as Dr Yes at @virgin!","person",NA,1570,7057418,17.64
"Turkey",103,80,"taylorswift13","Taylor Swift","Born in 1989.","person",NA,584,72969723,17.64
"New Zealand",143,74,"BoeingAirplanes","Boeing Airplanes","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel",NA,811,4097112,17.63
"New Zealand",143,75,"EmWatson","Emma Watson","Actor & @UN_Women Global Goodwill Ambassador.                                Facebook: EmmaWatson Instagram: EmmaWatson Goodreads: OurSharedShelf","person",NA,811,4097112,17.63
"Argentina",142,88,"coldplay","Coldplay","New album, A Head Full Of Dreams, out now worldwide. #AHFODtour runs through 2016. Spanish language account: @coldplay_es","person",NA,806,38747148,17.62
"Argentina",142,89,"Pontifex","Pope Francis","Welcome to the official Twitter page of His Holiness Pope Francis","person",NA,806,38747148,17.62
"Ecuador",194,80,"DalaiLama","Dalai Lama","Welcome to the official twitter page of the Office of His Holiness the 14th Dalai Lama.","person",NA,1101,13060993,17.62
"Taiwan",68,91,"maroon5","Maroon 5","This is the Official Twitter page for Maroon 5
@adamlevine @jamesbvalentine @JRCarmichael and @pjmorton. #V out now! http://t.co/pqyCrYEX2h","person",NA,386,22704059,17.62
"Taiwan",68,92,"AvrilLavigne","Avril Lavigne","Get 'Avril Lavigne' on iTunes now: https://t.co/m8yd5aoLeN","person",NA,386,22704059,17.62
"Russia",261,38,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,1482,143953092,17.61
"Thailand",640,65,"jtimberlake","Justin Timberlake","","person",NA,3635,63002911,17.61
"Australia",1264,71,"jtimberlake","Justin Timberlake","","person",NA,7180,20310208,17.6
"Singapore",1725,38,"HungryGoWhere","HungryGoWhere","First stop for the Hungry. Singapore's best food & restaurants, promos & latest reviews - by the community, for the community. We help each other w/ what to eat","brand",NA,9800,4327468,17.6
"Australia",1263,72,"hootsuite","Hootsuite","Social media news and tips from the world's most widely used social relationship platform. Sign up for free: http://t.co/Zmrb0hY23s Support: @Hootsuite_Help","news",NA,7180,20310208,17.59
"France",212,80,"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,1205,60990544,17.59
"Netherlands",497,54,"Icelandair","Icelandair","Welcome to the official Twitter of Icelandair. Icelandair is an international airline currently serving 40 gateways in Europe, the USA and Canada.","airline",NA,2825,1632769,17.59
"Greenland",167,64,"BreakingNews","Breaking News","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news",NA,950,57475,17.58
"Hong Kong",276,74,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,1570,7057418,17.58
"Spain",158,83,"google","Google","News and updates from Google","channel",NA,899,43397491,17.58
"Spain",158,84,"GuardianTravel","Guardian Travel","The latest travel news, insider guides, emerging destinations, new hotels and travel trends from the @Guardian. Instagram: guardiantravelsnaps","travel",NA,899,43397491,17.58
"Switzerland",80,82,"Swisscom_de","Swisscom AG","Willkommen auf dem offiziellen Twitteraccount von Swisscom: Aktuelle Wettbewerbe, Promotionen und News. Fragen beantworten wir gerne Mo-Fr, 8-17h","channel",NA,455,7424389,17.58
"Switzerland",80,83,"SRF","SRF","Kompetente Auskunft zu Schweizer Radio und Fernsehen. Sandra ^sa, Jan ^js, Cedric ^cm, Maya ^ma, Regula ^re, Pascal ^pg, Helene ^he","channel",NA,455,7424389,17.58
"Slovenia",81,78,"luxury__travel","A Luxury Travel Blog","Blogging on all things luxury travel at http://t.co/qClm5pokjd - please contact us via the blog ( http://t.co/ItuVWGd0i7 )","travel",NA,461,1999425,17.57
"Slovenia",81,79,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,461,1999425,17.57
"Morocco",146,85,"MayorofLondon","Mayor of London","This is the official Twitter account for the Mayor of London, Sadiq Khan. Tweets before 9 May 2016 are from the previous Mayor","person",NA,832,30494991,17.55
"Morocco",146,86,"LondonCityAir","London City Airport","London City Airport - the true gateway to London","airport",NA,832,30494991,17.55
"Morocco",146,87,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,832,30494991,17.55
"Morocco",146,88,"GaryLineker","Gary Lineker","Once kicked a ball about. Now talk about kicking a ball about. Still flogging spuds. BBC Sport, BT Sport, Walkers, @goalhangerfilms ...Instagram garylineker","person",NA,832,30494991,17.55
"Thailand",638,66,"VirginAustralia","Virgin Australia","Welcome to the official page for Virgin Australia. We're here to help from 5am-11pm (AEST). For 24/7 assistance call 13 67 89. Feedback: http://t.co/bpg9Lb8EOj","airline",NA,3635,63002911,17.55
"Thailand",638,67,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,3635,63002911,17.55
"Vietnam",86,76,"hootsuite","Hootsuite","Social media news and tips from the world's most widely used social relationship platform. Sign up for free: http://t.co/Zmrb0hY23s Support: @Hootsuite_Help","news",NA,490,85028643,17.55
"Vietnam",86,77,"GooglePlay","Google Play","We're exploring the world's greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let's play.","brand",NA,490,85028643,17.55
"Russia",260,39,"Reuters","Reuters Top News","Top and breaking news, pictures, and videos from Reuters.","news",NA,1482,143953092,17.54
"Saudi Arabia",159,69,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,907,2361236,17.53
"United Kingdom",1274,88,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,7266,60244834,17.53
"United Kingdom",1274,89,"Forbes","Forbes","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel",NA,7266,60244834,17.53
"Finland",24,95,"NBCNewsTravel","NBC News Travel","Getting there is half the fun, so the saying goes. Read about top travel news, issues of the day and the joy and hassle of traveling.","news",NA,137,5246004,17.52
"Finland",24,96,"Windows","Windows","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand",NA,137,5246004,17.52
"Finland",24,97,"AviationWeek","Aviation Week","Insight and analysis from the Aviation Week Network, the largest information provider to the global aviation, aerospace and defense industries since 1916.","travel",NA,137,5246004,17.52
"Finland",24,98,"airliners_net","Airliners.net","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","travel",NA,137,5246004,17.52
"Finland",24,99,"Microsoft","Microsoft","The official Twitter page for Microsoft consumer products and your source for major announcements and events.","brand",NA,137,5246004,17.52
"Netherlands",495,55,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,2825,1632769,17.52
"New Zealand",142,76,"UN","United Nations","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other",NA,811,4097112,17.51
"New Zealand",142,77,"britneyspears","Britney Spears","My new album #Glory is out now!","person",NA,811,4097112,17.51
"United Arab Emirates",194,99,"SouthwestAir","Southwest Airlines","We run on #SouthwestHeart. Follow for news & stories about the greatest Employees & Customers in the world. For official concerns please use the link provided.","airline",NA,1108,4104291,17.51
"Denmark",32,88,"timestravel","The Times Travel","The latest travel news, deals and videos plus inspiration for your next trip","travel",NA,183,5416945,17.49
"Denmark",32,89,"CzechAirlines","CzechAirlines","Official twitter channel of Czech Airlines. Share your travel stories with hashtag #flyOK","airline",NA,183,5416945,17.49
"Denmark",32,90,"Alitalia","Alitalia","Welcome to the official AlitaliaTwitter account! Follow us for latest news and events!","travel",NA,183,5416945,17.49
"Netherlands",494,56,"rihanna","Rihanna","Get #ANTI now: https://t.co/WH1Yy1ELJB","person",NA,2825,1632769,17.49
"Chile",116,87,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,664,16295102,17.47
"Turkey",102,81,"UNICEF","UNICEF","UNICEF promotes the rights and wellbeing of every child in 190 countries and territories, with a special focus on reaching those in greatest need.","other",NA,584,72969723,17.47
"Turkey",102,82,"Android","Android","News, tips, and tricks direct from the Android team.","brand",NA,584,72969723,17.47
"South Korea",81,67,"KBSWorldTV","KBS World TV","KBS World is your premier window to Korean contents providing 24/7 streaming service on Korea's latest and most popular programs.","channel",NA,464,47869837,17.46
"Hong Kong",274,75,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,1570,7057418,17.45
"Hong Kong",274,76,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,1570,7057418,17.45
"Greece",343,81,"googlechrome","Google Chrome","The official Twitter account for the Google Chrome browser, OS, Chromebooks, Chromecast, and Web Store","brand",NA,1967,11099737,17.44
"Thailand",634,68,"Airbus","Airbus","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel",NA,3635,63002911,17.44
