"followee","screen_name","name","timezone","description","category","country","count","rank"
25103967,"Boeing","The Boeing Company","Central Time (US & Canada)","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel","Zimbabwe",35,90
26462022,"eurowings","Eurowings","Bern","#NextStopPortugal : Discover the Algarve, Portugal’s southernmost Region, with us: https://t.co/ohQGQZxhpq Take a look! ","","Austria",35,32
40113236,"AirlineReporter","Airline Reporter","Pacific Time (US & Canada)","Providing engaging news & stories on aviation, travel, & airlines since 2008. Over 30 writers, in 18 cities, on 4 continents. Home of the #AvGeek!","","Denmark",35,72
45621423,"EtihadAirways","Etihad Airways","Abu Dhabi","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline","Bolivia",35,5
51241574,"AP","The Associated Press","Eastern Time (US & Canada)","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news","Denmark",35,73
51241574,"AP","The Associated Press","Eastern Time (US & Canada)","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news","Iran",35,26
66334209,"LaraDutta","Lara Dutta Bhupathi","Hawaii","One head, many hats!   Instagram ac - @larabhupathi","","Kazakhstan",35,93
66746614,"larepublica_pe","Diario La República","Quito","La República informa a través de Twitter lo que sucede en el Perú y el mundo.","","Peru",35,11
87818409,"guardian","The Guardian","London","Top stories, special features, live blogs and more","news","Denmark",35,74
87818409,"guardian","The Guardian","London","Top stories, special features, live blogs and more","news","Kazakhstan",35,94
106062176,"airfrance","Air France","Paris","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline","Armenia",35,13
106317808,"DubaiAirports","Dubai Airports","Abu Dhabi","Dubai Airports owns and manages the operation of Dubai International (DXB) and Dubai World Central (DWC). تابعوا صفحتنا باللغة العربية @DubaiAirportsAr","airport","Poland",35,70
146500034,"iata2press","IATA Communications","Bern","This account is for press and media. IATA is the trade association of airlines. Our 260 members comprise 83% of the total air traffic.","","Denmark",35,75
213278292,"ProthomAlo","Prothom Alo","Dhaka","The Daily Prothom Alo, worlds' number 1 Bengali news portal. Follow us for real time news & updates at http://t.co/c504mSzQ0z #ProthomAlo","","Kazakhstan",35,95
260907612,"united","United","Central Time (US & Canada)","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline","Armenia",35,14
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","Solomon Islands",35,5
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","Peru",35,12
1339835893,"HillaryClinton","Hillary Clinton","Eastern Time (US & Canada)","Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed –H","person","Denmark",35,76
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Armenia",34,15
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Fiji",34,3
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Israel",34,16
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Solomon Islands",34,6
2097571,"cnni","CNN International","London","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news","Denmark",34,77
15425377,"Airbus","Airbus","Paris","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel","Kazakhstan",34,96
16365636,"TripAdvisor","TripAdvisor","Eastern Time (US & Canada)","Know better, book better and go better on the world's largest travel site.","travel","Kazakhstan",34,97
18332190,"British_Airways","British Airways","London","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline","Bulgaria",34,4
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Peru",34,13
19617105,"FlyAirNZ","Air New Zealand️","Wellington","The official Air New Zealand Twitter account  We're listening 24/7. Please call 0800 737 000 for immediate assistance.","airline","Tonga",34,1
21645304,"USEmbassyKabul","U.S. Embassy Kabul","Kabul","Welcome to the official Twitter account of U.S. Embassy Kabul.","","Afghanistan",34,16
21764143,"FlySWISS","Swiss Intl Air Lines","Bern","Official twitter account of Switzerland's national airline. SWISS in CH @FlySWISS_CH, in the USA @FlySWISS_US, SWISS Cargo @SwissWorldCargo","airline","Czech Republic",34,20
21864710,"avinor","AVINOR","Copenhagen","Avinorkonsernets Twitter-konto benyttes som nyhetskanal. For spørsmål om trafikkavvikling, kontakt den enkelte lufthavn eller ditt flyselskap.","","Denmark",34,78
22090282,"BoeingAirplanes","Boeing Airplanes","Pacific Time (US & Canada)","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel","Austria",34,33
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Armenia",34,16
31311757,"googlemaps","Google Maps","Pacific Time (US & Canada)","Photographic dispatches from Planet Earth.","brand","Kazakhstan",34,98
33884545,"CNNEE","CNN en Español","Eastern Time (US & Canada)","CNN en Español es tu principal fuente de información y breaking news. Cubrimos las noticias de América Latina y el resto del mundo. Vive la noticia.","","Peru",34,14
36184220,"NatGeoTravel","NatGeoTravel","Eastern Time (US & Canada)","Your guide to traveling with passion and purpose","travel","Kazakhstan",34,99
44097371,"CzechTV","Česká televize","Prague","Oficiální Twitter účet České televize","","Czech Republic",34,21
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Austria",34,34
91478624,"Forbes","Forbes","Eastern Time (US & Canada)","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel","Denmark",34,79
92424604,"MClarke23","Michael Clarke","Sydney","","","Kazakhstan",34,100
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Israel",33,17
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Solomon Islands",33,7
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Myanmar",33,1
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Peru",33,15
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Austria",33,35
5402612,"BBCBreaking","BBC Breaking News","London","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news","Fiji",33,4
5988062,"TheEconomist","The Economist","Eastern Time (US & Canada)","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel","Austria",33,36
14114267,"Aftenposten","Aftenposten","Stockholm","Official twittersite of Aftenposten. Nyhetsfeed fra Aftenposten. Gratis tilgang til 6 saker i uken. Unntak er @Amagasinet & enkelte saker som er for abonnenter.","news","Denmark",33,80
14363353,"travelchannel","Travel Channel","Eastern Time (US & Canada)","The official Twitter account of Travel Channel (US). Follow us to talk about all things travel!","travel","Denmark",33,81
14363353,"travelchannel","Travel Channel","Eastern Time (US & Canada)","The official Twitter account of Travel Channel (US). Follow us to talk about all things travel!","travel","Zimbabwe",33,91
14589119,"qatarairways","Qatar Airways","Kuwait","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline","Croatia",33,1
15425377,"Airbus","Airbus","Paris","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel","Czech Republic",33,22
16211434,"TravelLeisure","Travel + Leisure","Eastern Time (US & Canada)","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel","Denmark",33,82
17219108,"CNTraveler","Condé Nast Traveler","Eastern Time (US & Canada)","At home in the world. 

Snapchat: CNTraveler","travel","Denmark",33,83
17471979,"NatGeo","National Geographic","Eastern Time (US & Canada)","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel","Finland",33,72
18332190,"British_Airways","British Airways","London","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline","Croatia",33,2
20626359,"VirginAtlantic","Virgin Atlantic","London","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline","Hungary",33,8
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Hungary",33,9
23085695,"derStandardat","derStandard.at","Vienna","Aus dem Newsroom der österreichischen Tageszeitung DER STANDARD.  Impressum: http://t.co/3QiMz573wR","channel","Austria",33,37
24251248,"AndersBreinholt","Anders Breinholt","Paris","Noget med medier vært @ 'Natholdet Med Anders Breinholt'. Partner @ Pineapple Entertainment. Booking/management- 'Repræsenter': line@repraesenter.dk","","Denmark",33,84
34713362,"business","Bloomberg","Eastern Time (US & Canada)","The first word in business news.","news","Zimbabwe",33,92
36184220,"NatGeoTravel","NatGeoTravel","Eastern Time (US & Canada)","Your guide to traveling with passion and purpose","travel","Poland",33,71
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Armenia",33,17
