"screen_name","name","description","category","X","count"
"Blakkrasta","Blakk Rasta","Kuchoko Legend, Pan-Africanist, Musician, Poet, Radio Show Host, Movie Maker, Actor, Philanthropist and Social Activist..#Kuchoko Bookings:blakkrasta@yahoo.com","person",NA,1
"MTNRwanda","MTN Rwanda","Since 1998, MTN Rwanda continues to expand its network, offer new and innovative packages and services and keep up with the latest trends in communications.","",NA,1
"vaclavmoravec","Vaclav Moravec","Oficialni Twitter ucet Vaclava Moravce. Tweety nevyjadruji nazory CT.","",NA,1
"MeilutyteRuta","Ruta Meilutyte","Official Twitter of Ruta Meilutyte. Lithuanian Olympic swimmer and World champion. Sponsored by Arena","person",NA,1
"TalatHussain12","Syed Talat Hussain","Journalist, writer, obsessive jogger, voracious reader, massive meat-eater","person",NA,1
"LaeInterHotel","Lae Inter Hotel","Combining the luxury of resort style accommodation with the needs of today's corporate traveller -Lae International Hotel in the heart of Lae, Papua New Guinea","brand",NA,1
"UgoUganda","UGO Uganda","Uganda Biggest Web Portal | #OnlineContent | #UgandaNews - http://t.co/vNsD34USwQ | #Free Directory | Online Uganda's #News- http://t.co/vNsD34USwQ","channel",NA,1
"LATAM_CHI","LATAM Chile","Bienvenido a LATAM Airlines Chile. Estamos listos para ayudarte 24/7. Descubre mas sobre nosotros en https://t.co/AvrEr5VH5H","airline",NA,1
"newsontv3","#ElectionCommand","This is the official TV3 News Twitter handle (@newsontv3). TV3 Network Limited (TV3 Ghana) is a private, free-to-air television broadcaster in #Ghana. #News","news",NA,1
"BeAmman","BeAmman","Join us on our journey to uncover the best of our gorgeous city Amman... Its people, streets, events, stores, restaurants and sites...","other",NA,1
"visithvar","Visit-Hvar","Follow us on https://t.co/PUKtz5j8QR Find your place in the sun... Visit Hvar ;)","other",NA,1
"MNDF_Official","MNDF","Official Twitter page of Maldives National Defence Force","",NA,1
"SegaBG","SegaBG","Bulgarian newspaper Водещите новини","news",NA,1
"ColoursofIstria","Colours of Istria","Welcome to the official Twitter profile of Northwestern Istria! For more information visit us at http://t.co/IEvxAYEaqA","other",NA,1
"TasteofCroatia","Taste of Croatia","Our team knows all about the best food in&from Croatia! +tailor made wine tours & cooking classes. #food #wine #adventure Tweets in Croatian&English.","channel",NA,1
"ChisteUniversal","CHISTES!","El que se enoja siempre pierde, aqui es un lugar universal para MORIR de RISA. Contacto: publicidad@publicidad140.com","other",NA,1
"onedrive","OneDrive","Keep all your files and photos in OneDrive. Access and share them from your phone, tablet, and computer.","",NA,1
"AlanEyre1","Alan Eyre","U.S. Department of State, Bureau of Energy Resources. Middle East/Asia Energy; و ایران هم. RT doesn't = endorsement.","person",NA,1
"UnCafeParaLeer","Un Cafe Para Leer ","�Bienvenido/a! Todo lo que deseas leer junto a una taza de cafe.  Contacto: cafeparaleerpublicidad@Outlook.com","",NA,1
"budairport","Budapest Airport","Budapest Airport - Where everything takes off! Welcome to our official twitter stream. You can expect news, pictures, travel chat and Hungarian hospitality.","airport",NA,1
"AajKamranKhan","Kamran Khan","Official Account of Kamran Khan - President and Editor-in-Chief for the Dunya Media Group. He's one of Pakistan's most distinguished print and TV journalist.","person",NA,1
"TAYKLO","إنسان أردني","سندباد بدون ياسمينة، وعلاء الدين بدون مصباحه السحري، وعلي بابا بدون مغارته، والأهم أن هنالك شيء مشترك بيني وبينك.","",NA,1
"Lagarde","Christine Lagarde","Managing Director of the International Monetary Fund (IMF). Also follow @IMFNews.","person",NA,1
"ChespiritoRGB","Roberto G. Bolanos","Gracias por siempre...","person",NA,1
"PoliceMv","Maldives Police","The Official Twitter account of the Maldives Police Service. Please do not report crime here. For emergencies, contact 119 or 332 2111/2112","",NA,1
"banglanews24com","Banglanews24.com","http://t.co/WJywg88d84, a new-generation multimedia news portal from Bangladesh, disseminates round-the-clock news in Bangla & English.","news",NA,1
"MFAgovge","MFA of Georgia","The Official Twitter Account of the Ministry of Foreign Affairs of Georgia","other",NA,1
"","","","",NA,1
"mbc1","MBC1","MBC 1 was launched in 1991 as the first independent Pan Arab channel, it is the first free-to-air private satellite channel","channel",NA,1
"CFValverde","Carlos Valverde B.","Periodista y proteston !","person",NA,1
"Mascherano","Javier Mascherano","http://t.co/gtCIyq8hW4","person",NA,1
"MedoDimoski","Медо","Fighting windmills","person",NA,1
"drmnouh","Dr. Mohammad Nouh","Islamic Scholar & Preacher from Jordan, Former Minister of Youth, Former Minister of Islamic Affairs, Deputy Minister -Inter'l Parliament for Safety & Peace NY","person",NA,1
"i999y","i999y","и ја иам био","person",NA,1
"DulcesMsjs","Sentimientos","No quiero alguien como tu, te quiero solamente a ti.","",NA,1
"MASalangi","General Salangi","Former Deputy Interior Minister - Police Chief for Kabul, Kunduz, Kandahar, Herat, Nangarhar provinces - Proud & patriot Afghan, father, soldier & friend.","person",NA,1
"Goran_Man","Man","Братми  https://t.co/eqoScbCmRV , https://t.co/i6SQMEZYTv, https://t.co/iqwXoZ7hpZ","person",NA,1
"FStojanovski1","Ф или П?","Не е био ако сам си го напишам...","person",NA,1
"Safaricom_Care","Safaricom","Safaricom Customer Care, always delighted to assist you 24hrs, 7 days a week. For all your queries and support issues, talk to us.","",NA,1
"TigoRwanda","Tigo Rwanda","Welcome to the official Twitter page for Tigo Rwanda. We are a digital lifestyle provider and we help our customers find solutions to everyday needs.","other",NA,1
"BBCKasraNaji","Kasra Naji","Special Correspondent BBC Persian TV & Author of ��Ahmedinejad: the Secret History of Iran's Radical Leader��  Views expressed are personal.","person",NA,1
"97fmRadiocity","Radiocity 97FM","Broadcasting live from Bugolobi, across Kampala on 97FM. Direct Studio line: +256786979797 or +256703979797 Office line: +256393970000 (for other inquiries)","channel",NA,1
"WMutunga","Dr Willy M Mutunga","INSPIRING THE YOUTH TO CREATE BETTER TOMORROWS.","",NA,1
"TeamFiji1","TeamFiji","Loving The Islands #TeamMelanesia #TeamUro, #TeamPoly, #TeamRewa, #TeamNausori, #TeamKadavu, #TeamLau #TeamNadro","news",NA,1
"canalplus","CANAL+","Ici, toutes les infos, coulisses (et canalsnap sur Snapchat) et bien plus encore... Une question technique ? Rdv sur @InfoAbonneCanal","",NA,1
"moispokesman","Sediq Sediqqi","This is the official Twitter Account of The Spokesperson to the Afghan Ministry of Interior Affairs","person",NA,1
"USEmbassySJJ","US Embassy Sarajevo","The U.S. Embassy in Bosnia and Herzegovina wants you to join the discussion on programs and policy. Tweets from Ambassador Cormack are signed -MEC.","other",NA,1
"ToniKroos","Toni Kroos","Official Twitter of Toni Kroos. Football player @RealMadrid @DFB_Team. @FIFAWorldCup winner 2014 / @ChampionsLeague winner 2013, 2016. My foundation @TKStiftung","person",NA,1
"SeriesYalgomas","Series y Peliculas","Series y peliculas desde mi punto de vista.","",NA,1
"GreasyGrub","Greasy Grub","Delicious food to visually stimulate your eyes, your mind, and your stomach.","channel",NA,1
"WilliamsRuto","William Samoei Ruto","Deputy President of The Republic of Kenya.","person",NA,1
"EresReflexivo","Reflexiones de Vida","Lo que necesitas para reflexionar sobre tu vida en todo sentido. RT a las frases con las que te identifiques. Contacto: publicidad@publicidad140.com","",NA,1
"AstroSamantha","Sam Cristoforetti","Samantha Cristoforetti. European of Italian nationality. Lived on ISS Nov'14-Jun'15. Now adjusting back to being an Earthling on our beautiful spaceship Earth.","person",NA,1
"LodzAirport","Lodz Airport","Oficjalny profil Portu Lotniczego Łodź im. Wladyslawa Reymonta na Twitterze. Znajdź nas na http://t.co/5wzG9Bwi. This is official Twitter feed of Lodz Airport.","person",NA,1
"sportCT","CT sport","Oficialni ucet CT sport na Twitteru - aktualni vysledky, informace ze zakulisi, tipy na sportovni porady, reportaze...","sports",NA,1
"afpfr","Agence France-Presse","Morceaux choisis des fils d'actu, coulisses & RT des 1.575 journalistes de l'AFP à travers le monde. Ailleurs sur Twitter: http://t.co/4pIm8k2HLC","news",NA,1
"NewsfirstSL","News 1st","Sri Lanka's largest news network. News 1st - Your life. Our news.","news",NA,1
"Garik2000","Гарик Харламов","По вопросам сотрудничества: +79295000006 Алексей.","",NA,1
"iConversador","Amor en Versos ","Siguenos comparte e identificate con nuestras frases para reflexionar","",NA,1
"MOI_Qatar","وزارة الداخلية - قطر","تعّرف على أنشطة وخدمات الوزارة من خلال حسابها الرسمي @MOI_Qatar #الداخلية_قطر","",NA,1
"AirtelNigeria","Airtel Nigeria","Home of Nigeria's coolest network subscribers.Our followers are 50%fun & 50%awesome so you'll fit right in! Customer care:@airtel_care https://t.co/5roc6XGFkW","brand",NA,1
"MarioGoetze","Mario Gotze","It's me Mario Snapchat: m-goetze19","person",NA,1
"TheStarKenya","The Star, Kenya","The Political Voice Of Kenya. Follow news in real time. Download our official Android app https://t.co/PU6nA5oelC","news",NA,1
"BulgariaOnAir","Bulgaria ON AIR","Национална политематична телевизия / National Broadcast TV","channel",NA,1
"POMCCI","Port Moresby Chamber","The Port Moresby Chamber of Commerce & Industry has been an active business chamber in Papua New Guinea's capital city since the 1920s.","",NA,1
"KumarSanga2","Kumar Sangakkara","has been cricketer still plodding along Instagram sangalefthander","person",NA,1
"MahelaJay","Mahela Jayawardena","The Official Account of Mahela Jayawardena. Love playing golf & a huge fan of Man United!","person",NA,1
"AsercaAirlines","Aserca Airlines","Aserca Airlines es la aerolinea con mas rutas y conexiones con vuelos nacionales e internacionales. Visitanos tambien en https://t.co/OzBA1Fb8EL","airline",NA,1
"kataraqatar","كتارا | Katara","كتارا من أكبر المشاريع الثقافية في قطر وملتقى حقيقي للثقافات المختلفه في العالم Katara, is one of the grand and unique cultural projects worldwide","",NA,1
"Mangiwantok","MARTYN NAMORONG","-| National Cordinator, #PNG Resource Governance Coalition -| Contact martnon@gmail.com Mobile +675 71930631 (PNG)","person",NA,1
"RepublicaNepal","myRepublica","Official twitter feed for http://t.co/xMsIwusoRy - English news portal of Nepal Republic Media (Pvt.) Ltd. a leading media house.","news",NA,1
"lorde","Lorde","there's a darkness on the edge of town","person",NA,1
"UrbanTVUganda","Urban Television","For all your Entertainment and Celebrity Info, Hottest Music and Latest News. Keep It Urban, It Starts Here...","channel",NA,1
"ubctvuganda","UBC TV UGANDA","Uganda Broadcasting Corporation (UBC) is the National Broadcaster in Uganda, Former UTV and Radio Uganda. This is the Official UBC TV Twitter Handle.","channel",NA,1
"JoaanBinHamad","جوعان بن حمد","مسؤول عن ما أقوله .. ولست مسؤولاً عَمَّا تفهم ..","",NA,1
"WorldRugby7s","World Rugby Sevens","Official Twitter account for HSBC World Rugby Sevens Series, Olympics and regional information @hsbc_sport #Rugby7s","sports",NA,1
"RabindraMishra","Rabindra Mishra","Writer. Poet. Editor, BBC Nepali. Founder, global charity, http://t.co/7Qe15kjuKS. Tweets personal. RTs not endorsement. http://t.co/eXjwGdffRT.","person",NA,1
"ekantipur_com","ekantipur","Ekantipur is Nepal's most visited news portal. Official Twitter handle of Ekantipur. https://t.co/1kMn6jxJCW","news",NA,1
"Online_khabar","Onlinekhabar","अनलाइनखबर डटकमको अफिसियल ट्वीटर ह्यान्डिल Official twitter handle of https://t.co/LqbvWvhdIM","",NA,1
"Ahlam_Alshamsi","Ahlam - احلام ","Official Twitter of The Emirati singer Follow me on #Instagram @ahlamalshamsi","person",NA,1
"svtnyheter","SVT Nyheter","Har postar vi lankar fran https://t.co/etQaaw4Pa0 och ar i dialog med vara anvandare. Om #svtnyheter retweetar dig betyder det inte att vi star bakom din asikt.","",NA,1
"NOIweala","Ngozi Okonjo-Iweala","Dr. Ngozi Okonjo-Iweala is Senior Advisor @LazardLtd; Board Chair @Gavi; Board Member @ARCapacity & former Nigerian Minister of Finance","person",NA,1
"qasimibrahim","Qasim Ibrahim","Member of Maldives Parliament, Maamigili Constituency. Leader of @jumhooree Party. Former Finance Minister. Former Speaker of Constitutional Assembly.","person",NA,1
"PremiumTimesng","Premium Times","A multimedia Nigerian publication based in Abuja delivering fresh, factual & reliable news","person",NA,1
"nssfug","NSSF Uganda","The National Social Security Fund (NSSF) is a national savings scheme mandated to provide social security services to private sector employees in Uganda","other",NA,1
"donaldtusk","Donald Tusk","Oficjalny profil Donalda Tuska. The official profile of Donald Tusk.","person",NA,1
"rtvs","RTVS","Oficialny Twitter profil - Rozhlas a televizia Slovenska","channel",NA,1
"AQawaqneh","أحمد القواقنة ","هاظ الاكاونت من زمان بطل يقدم اي محتوى مفيد من اي نوع..الفولوباك لايطلب! #بغرد_بالعامية #مهندس #ايطالي #فيروز و #قهوتي اهم منك بكثير..ماعندي سناب شات","person",NA,1
"jacqueskallis75","Jacques Kallis","South African Cricketer","person",NA,1
"SongaStone","Songa Samuel-Stone","Ugandan. Kenyan. Believer. Journalist. Teetotaler. Sapiosexual. Autodidact. Tenorist. Cultural Liberal. Aspiring Peripatetic. Oct 9.","person",NA,1
"m_zorigt","Мөнхчулууны Зоригт","Үндэсний үйлдвэрлэлээ тултал дэмжицгээе","person",NA,1
"SaakashviliM","Mikheil Saakashvili","Head of Odessa Regional State Administration / 3rd President of Georgia","person",NA,1
